First_pokemon,Second_pokemon,id_primer_ataq,nombre1,tipo1_id1,tipo2_id1,nombre2,tipo1_id2,tipo2_id2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,P1_type1,P1_type2,P2_type1,P2_type2,Winner
584,581,584,574,15,12,721,12,7,-25,-40,5,-40,-30,-78,2.0,1.0,0.5,0.5,1
460,70,460,764,0,10,311,14,12,20,44,75,-61,15,-69,2.0,1.0,1.0,1.0,0
298,440,298,493,9,1,540,17,12,6,4,-28,-21,-36,10,2.0,1.0,0.5,1.0,0
26,597,26,559,12,12,502,17,10,-20,16,5,-15,15,28,1.0,1.0,1.0,1.0,0
439,772,439,528,17,12,272,5,7,-25,-41,-22,-13,-7,-78,1.0,1.0,1.0,1.0,1
529,266,529,541,15,17,342,15,10,10,-9,95,30,100,-1,0.5,2.0,0.5,4.0,1
495,40,495,414,2,10,478,13,10,27,68,38,35,20,7,1.0,2.0,0.5,1.0,0
123,429,123,683,9,12,137,14,12,15,-95,65,-50,-10,-90,1.0,1.0,1.0,1.0,1
162,776,162,152,2,7,631,2,12,23,59,42,17,-13,20,2.0,1.0,2.0,1.0,0
633,780,633,779,1,12,709,8,9,-25,-5,-16,55,-22,49,2.0,1.0,0.5,1.0,0
421,51,421,422,2,15,736,9,14,5,50,15,50,30,60,1.0,2.0,0.5,1.0,0
609,370,609,514,9,12,366,15,15,-25,-20,-15,-25,-35,-40,2.0,1.0,1.0,1.0,1
513,157,513,751,1,11,25,11,7,-20,35,-35,-50,-40,40,1.0,2.0,1.0,1.0,0
364,68,364,72,9,1,532,17,5,-20,20,-35,45,-30,-15,2.0,0.5,0.5,2.0,1
465,572,465,500,3,12,620,9,12,-15,-53,7,-53,27,-6,0.5,1.0,1.0,1.0,1
610,112,610,353,9,12,189,9,15,-25,-35,-10,-15,10,35,0.5,1.0,0.5,1.0,0
196,360,196,15,3,12,707,10,12,45,-25,40,70,45,45,0.0,1.0,2.0,1.0,1
721,433,721,90,9,5,712,9,12,33,39,58,29,20,33,0.5,1.0,0.5,1.0,0
347,660,347,673,13,12,198,9,17,26,-21,-48,19,-33,35,0.0,1.0,0.5,1.0,0
718,289,718,227,0,17,766,0,12,26,75,60,100,65,79,1.0,1.0,0.5,1.0,0
287,673,287,778,12,12,211,2,12,-28,-87,-29,-10,-9,-7,1.0,1.0,1.0,1.0,1
541,627,541,142,16,2,76,17,16,26,12,-13,67,35,58,1.0,1.0,0.5,0.5,0
544,60,544,563,12,12,542,17,12,60,108,62,15,60,45,1.0,1.0,1.0,1.0,0
755,210,755,678,4,12,762,17,10,7,3,21,34,32,34,1.0,1.0,1.0,1.0,0
99,665,99,105,17,11,170,3,12,-15,10,110,10,-25,30,1.0,1.0,2.0,1.0,0
373,331,373,757,17,10,24,16,16,60,8,-27,36,31,30,2.0,4.0,0.5,0.5,0
306,29,306,224,14,4,173,13,12,33,5,21,85,61,25,2.0,1.0,2.0,1.0,0
199,708,199,390,17,4,777,2,3,-30,-130,-70,-100,-50,-50,0.5,2.0,0.0,2.0,1
47,137,47,781,13,7,527,0,12,-25,-80,-65,-25,-30,-30,1.0,2.0,0.25,1.0,1
246,726,246,622,16,7,214,17,12,11,17,88,-43,14,-27,0.5,1.0,1.0,1.0,1
351,673,351,745,17,12,211,2,12,64,-47,-35,30,-15,-7,0.5,1.0,1.0,1.0,1
770,692,770,27,15,11,384,1,7,13,12,-33,44,-3,-22,2.0,2.0,1.0,0.5,1
296,380,296,363,17,9,16,15,0,35,-25,20,50,50,-5,2.0,1.0,1.0,2.0,1
628,458,628,20,15,7,69,0,12,15,83,0,45,0,34,2.0,2.0,0.5,1.0,0
481,249,481,548,12,12,420,1,6,-4,-8,-26,-76,-31,-3,1.0,1.0,1.0,1.0,1
623,350,623,617,14,7,438,17,1,2,-82,10,-7,15,-8,0.0,1.0,1.0,2.0,1
225,615,225,440,16,10,129,6,12,5,35,185,40,50,-20,0.5,2.0,2.0,1.0,1
197,177,197,403,3,2,218,12,12,5,19,41,120,55,-45,1.0,1.0,1.0,1.0,1
728,263,728,68,12,12,555,3,12,-52,-49,-37,-83,-64,-58,1.0,1.0,1.0,1.0,1
159,28,159,466,6,7,193,12,7,25,10,25,64,24,-10,1.0,1.0,1.0,1.0,1
325,70,325,625,12,12,311,14,12,10,10,15,-85,-35,-55,1.0,1.0,1.0,1.0,1
704,280,704,702,7,12,408,6,5,-1,-60,0,-20,10,21,2.0,1.0,1.0,0.5,0
658,587,658,221,0,3,761,14,7,15,32,17,42,17,36,1.0,2.0,1.0,1.0,0
119,699,119,754,13,12,741,0,6,-20,30,55,-50,-35,-40,1.0,1.0,0.5,1.0,1
600,717,600,584,5,12,446,12,5,-25,-3,-15,-47,-2,-43,2.0,1.0,1.0,1.0,1
113,756,113,124,10,12,636,4,12,-32,-30,9,-45,-25,-37,1.0,1.0,1.0,1.0,1
397,784,397,236,11,12,545,8,9,21,14,10,36,25,39,2.0,1.0,1.0,1.0,0
403,49,403,295,17,12,495,9,14,10,54,50,19,10,22,0.5,1.0,2.0,1.0,0
27,499,27,647,12,7,424,5,17,-30,-85,-58,-109,-39,-42,0.5,1.0,1.0,1.0,1
208,420,208,668,9,12,344,2,15,-5,-15,-25,-25,-25,-80,0.5,1.0,1.0,1.0,1
351,296,351,745,17,12,363,17,9,50,0,-35,-20,-65,-10,0.25,1.0,0.5,2.0,1
50,6,50,240,9,14,86,6,12,2,1,12,5,10,-40,0.5,1.0,2.0,1.0,1
404,50,404,250,17,12,240,9,14,-5,19,35,29,0,12,0.5,1.0,2.0,1.0,0
271,587,271,286,6,7,761,14,7,51,85,47,55,111,18,1.0,1.0,1.0,1.0,0
155,799,155,399,15,7,289,14,1,0,-25,25,-100,-35,70,1.0,1.0,1.0,1.0,0
175,720,175,196,17,12,552,9,12,24,27,5,23,25,21,0.5,1.0,2.0,1.0,0
430,44,430,139,14,12,485,6,12,-23,104,-55,99,-80,50,1.0,1.0,1.0,1.0,0
602,177,602,672,0,9,218,12,12,-30,-13,26,5,25,-48,1.0,1.0,1.0,1.0,1
588,403,588,679,14,7,295,17,12,12,-47,-50,-17,-20,62,1.0,1.0,1.0,1.0,0
544,496,544,563,12,12,473,12,12,-25,75,70,40,25,95,1.0,1.0,1.0,1.0,0
1,533,1,66,9,14,274,3,6,-5,-16,-58,-40,-42,-41,0.5,1.0,0.5,2.0,1
156,708,156,641,12,12,777,2,3,60,-40,-55,-55,10,-60,1.0,1.0,1.0,1.0,1
252,493,252,148,10,12,219,2,10,22,30,55,10,5,-32,1.0,1.0,1.0,1.0,1
231,632,231,615,0,16,780,1,12,-20,-55,190,-70,190,-60,2.0,1.0,1.0,1.0,1
19,584,19,43,0,14,574,15,12,10,15,-45,20,55,60,1.0,0.5,2.0,1.0,0
785,381,785,254,8,9,22,15,0,-10,-35,22,-12,-5,39,1.0,1.0,1.0,1.0,0
305,199,305,320,14,4,390,17,4,-32,15,-15,45,5,10,1.0,1.0,1.0,1.0,0
726,6,726,214,17,12,86,6,12,-4,-1,-6,3,-9,17,2.0,1.0,0.5,1.0,0
384,91,384,79,12,12,192,12,7,18,5,15,12,8,10,1.0,1.0,1.0,1.0,0
364,18,364,72,9,1,312,0,14,25,90,10,90,35,20,0.25,1.0,4.0,2.0,0
242,656,242,567,17,12,10,17,12,-130,-10,-45,25,-10,0,0.5,1.0,0.5,1.0,1
500,743,500,281,10,12,503,5,12,1,-10,16,-8,-6,-11,1.0,1.0,1.0,1.0,1
70,598,70,311,14,12,598,17,10,-65,-60,-45,35,-5,31,1.0,1.0,1.0,1.0,0
636,282,636,251,14,12,392,17,10,-25,-55,-20,-5,-5,-5,1.0,1.0,1.0,1.0,1
366,707,366,11,2,7,568,2,6,-25,-50,-10,-80,-15,-10,2.0,1.0,2.0,0.5,1
248,507,248,293,1,6,199,17,12,26,41,-6,61,19,29,1.0,0.5,2.0,1.0,0
752,193,752,5,16,8,768,14,7,-5,-25,80,-45,80,-35,1.0,2.0,0.5,0.5,1
795,397,795,783,2,10,236,11,12,28,20,41,1,15,15,1.0,1.0,4.0,1.0,0
800,101,800,740,6,18,271,8,14,35,60,75,15,35,-25,1.0,1.0,1.0,1.0,1
595,446,595,110,5,12,49,12,18,26,55,35,0,5,-26,2.0,1.0,1.0,1.0,1
321,627,321,380,5,12,76,17,16,-2,-48,-103,-63,-35,-7,2.0,1.0,1.0,0.5,1
483,444,483,665,13,1,657,12,7,-22,-57,-23,-9,-19,-26,1.0,1.0,1.0,1.0,1
379,779,379,114,15,9,516,8,9,43,11,49,31,47,5,1.0,0.5,1.0,1.0,0
480,212,480,237,12,12,185,14,12,-16,-10,-18,-88,-58,-25,1.0,1.0,1.0,1.0,1
199,75,199,390,17,4,370,5,12,-20,-110,-30,-45,-35,-15,1.0,2.0,0.5,1.0,1
749,339,749,287,16,8,385,3,12,-25,5,40,-70,-23,-77,0.5,1.0,1.0,1.0,1
139,788,139,685,12,12,257,8,9,-10,0,-27,-18,-5,56,0.0,1.0,0.0,1.0,1
287,26,287,778,12,12,559,12,12,-17,-51,-19,-20,-29,-37,1.0,1.0,1.0,1.0,1
691,700,691,743,1,7,106,16,5,-21,-35,-54,-45,-7,-48,0.5,1.0,1.0,1.0,1
633,339,633,779,1,12,385,3,12,-10,30,0,15,0,0,1.0,1.0,1.0,1.0,1
37,788,37,479,13,10,257,8,9,5,-8,-35,17,10,22,1.0,0.5,1.0,1.0,0
178,643,178,290,12,7,675,17,7,-15,-57,-33,-51,-7,-48,1.0,1.0,1.0,1.0,1
359,288,359,651,12,12,355,12,12,-18,-10,-1,10,-1,-40,1.0,1.0,1.0,1.0,1
488,522,488,461,14,4,345,9,12,-45,-85,-85,10,25,-35,1.0,1.0,1.0,1.0,1
381,673,381,22,15,0,211,2,12,9,8,30,30,30,-22,1.0,1.0,1.0,1.0,1
797,610,797,412,15,4,353,9,12,-20,100,35,50,35,20,1.0,1.0,2.0,1.0,0
92,793,92,147,12,7,769,4,12,-91,-46,-50,-96,-63,-24,1.0,1.0,1.0,1.0,1
784,123,784,545,8,9,683,9,12,-6,11,-45,-56,15,-19,1.0,0.5,0.5,1.0,1
150,547,150,496,15,18,117,14,12,-85,-30,-20,15,-75,-50,1.0,1.0,1.0,1.0,1
358,389,358,266,14,12,167,8,12,60,5,-25,60,20,55,1.0,1.0,2.0,1.0,0
629,741,629,21,15,7,623,9,12,9,75,17,50,8,58,1.0,2.0,1.0,1.0,0
535,204,535,216,3,11,624,9,7,-5,20,57,60,42,6,1.0,4.0,1.0,0.5,0
336,523,336,395,5,15,235,11,12,-5,0,-35,-70,-20,15,2.0,1.0,0.5,1.0,0
705,312,705,692,3,7,630,12,12,19,55,10,90,45,81,1.0,1.0,1.0,1.0,0
462,408,462,468,0,7,607,2,12,5,-1,-50,34,0,16,1.0,1.0,1.0,1.0,0
568,711,568,663,12,12,332,2,11,-40,-20,0,-85,0,-15,1.0,1.0,1.0,1.0,1
358,63,358,266,14,12,490,5,12,15,-60,5,30,40,-15,2.0,1.0,0.5,1.0,1
391,411,391,710,9,7,45,16,15,59,13,3,37,27,21,0.5,0.5,1.0,1.0,0
439,178,439,528,17,12,290,12,7,-7,21,23,25,0,-10,1.0,1.0,1.0,1.0,1
128,581,128,243,17,12,721,12,7,-35,-48,-20,-30,-5,-30,1.0,1.0,1.0,1.0,1
414,110,414,428,16,15,177,3,12,20,95,80,25,30,-30,0.5,1.0,1.0,1.0,1
287,342,287,778,12,12,463,3,12,-22,-10,-9,-45,-44,-35,1.0,1.0,1.0,1.0,1
249,146,249,420,1,6,727,17,12,-55,25,30,30,-5,50,1.0,0.5,2.0,1.0,0
634,119,634,462,12,12,754,13,12,-10,-40,-80,-45,-30,15,1.0,1.0,1.0,1.0,0
22,147,22,520,12,7,305,3,12,-2,-5,-5,-60,-45,-59,1.0,0.5,2.0,1.0,1
163,247,163,455,14,12,294,1,6,61,50,60,74,40,65,0.0,1.0,2.0,1.0,1
512,401,512,397,9,11,747,11,18,-20,52,15,37,15,-35,2.0,0.5,2.0,0.5,1
712,271,712,333,2,11,286,6,7,19,40,10,10,-64,5,1.0,1.0,1.0,1.0,0
277,691,277,699,6,12,743,1,7,-25,5,-35,25,-15,-15,1.0,1.0,1.0,1.0,1
110,300,110,177,3,12,681,12,7,20,-5,40,50,50,55,2.0,1.0,1.0,0.5,0
215,171,215,633,17,15,551,6,12,37,11,22,20,45,-50,2.0,1.0,0.5,1.0,0
347,290,347,673,13,12,618,0,12,50,38,28,48,58,40,1.0,1.0,0.5,1.0,0
142,652,142,418,17,1,209,9,14,26,100,64,15,75,66,0.5,1.0,2.0,1.0,0
544,355,544,563,12,12,409,6,10,40,40,10,-65,5,80,1.0,1.0,1.0,1.0,0
119,286,119,754,13,12,458,1,12,-5,0,50,25,10,-10,1.0,1.0,1.0,1.0,1
190,31,190,697,4,12,524,3,12,0,-35,25,-10,15,-70,1.0,1.0,1.0,1.0,1
671,263,671,82,8,6,555,3,12,-30,-30,15,30,-10,-35,1.0,1.0,1.0,1.0,1
702,227,702,737,9,5,258,4,12,1,-30,-3,30,69,63,1.0,0.5,2.0,1.0,0
171,313,171,551,6,12,735,12,12,-22,-16,-22,25,10,-10,1.0,1.0,1.0,1.0,1
658,331,658,221,0,3,24,16,16,20,7,-40,57,20,78,0.5,1.0,0.5,2.0,0
67,310,67,531,17,12,614,9,12,5,25,5,10,-10,55,0.5,1.0,2.0,1.0,0
325,545,325,625,12,12,233,8,2,-100,-55,-75,-65,-85,-40,0.0,1.0,0.0,1.0,1
329,304,329,394,16,4,556,14,4,22,60,60,10,20,10,2.0,1.0,0.5,0.5,0
369,568,369,601,13,12,663,12,12,-12,-10,-30,55,-30,-15,1.0,1.0,1.0,1.0,1
300,97,300,681,12,7,472,13,12,-65,-50,-45,-35,-70,35,1.0,1.0,1.0,1.0,0
423,164,423,539,17,12,429,14,5,-6,-40,-10,26,60,-40,1.0,1.0,1.0,1.0,1
21,370,21,521,12,7,366,15,15,-30,-10,-25,-60,-50,-14,0.5,0.5,2.0,1.0,1
672,536,672,29,2,12,191,3,7,-4,22,-47,-75,-67,-29,1.0,1.0,0.5,1.0,1
771,629,771,680,4,12,21,15,7,20,-75,0,-2,65,-50,1.0,1.0,1.0,1.0,1
395,108,395,767,14,12,319,17,12,40,-107,-67,-27,-2,-52,1.0,1.0,1.0,1.0,1
329,753,329,394,16,4,654,4,12,-28,33,25,-8,-10,27,2.0,1.0,0.5,1.0,0
424,715,424,263,10,12,317,17,5,9,78,50,-29,0,-18,1.0,1.0,2.0,1.0,1
489,239,489,270,12,12,677,11,10,50,-45,-35,-15,35,-20,1.0,1.0,1.0,1.0,1
140,96,140,375,17,12,261,13,12,-60,-70,5,-25,-30,55,1.0,1.0,1.0,1.0,1
553,635,553,19,12,12,97,12,12,45,25,60,55,60,5,1.0,1.0,1.0,1.0,0
273,727,273,708,9,12,260,17,1,-32,-50,-32,-38,-16,-52,2.0,1.0,0.5,1.0,1
205,416,205,307,9,7,562,11,12,-5,5,-30,-45,-105,60,1.0,1.0,4.0,1.0,0
427,539,427,433,2,7,450,14,12,25,75,-5,75,-5,35,1.0,1.0,1.0,1.0,0
136,36,136,376,6,12,482,13,12,-5,33,-10,45,30,37,1.0,1.0,1.0,1.0,0
483,534,483,665,13,1,749,3,18,13,-2,-60,-64,-66,-12,1.0,1.0,1.0,1.0,1
517,495,517,684,9,12,414,2,10,-8,-70,10,-10,-45,-42,1.0,1.0,1.0,0.5,1
61,56,61,244,17,12,145,10,12,70,27,53,60,35,-10,2.0,1.0,1.0,1.0,1
482,296,482,96,14,12,363,17,9,-35,-40,-20,-25,-50,-25,1.0,1.0,1.0,1.0,1
279,378,279,53,6,5,352,15,9,14,79,-7,49,-17,57,1.0,2.0,1.0,0.5,0
425,599,425,538,10,6,691,5,12,-20,80,75,120,5,45,1.0,1.0,1.0,1.0,0
416,189,416,562,11,12,298,12,4,-10,20,85,60,180,35,1.0,1.0,1.0,1.0,0
722,160,722,195,6,12,154,2,12,-1,-19,-5,12,10,10,0.5,1.0,1.0,1.0,0
127,392,127,593,17,12,94,14,12,-10,15,25,0,-35,20,1.0,1.0,1.0,1.0,0
181,185,181,347,0,7,95,17,3,-20,-3,12,-1,54,18,1.0,0.5,1.0,2.0,0
113,342,113,124,10,12,463,3,12,-10,10,45,-35,-35,-60,2.0,1.0,0.0,1.0,0
355,735,355,409,6,10,738,0,7,-10,68,50,55,55,-69,2.0,0.0,0.5,1.0,1
438,455,438,300,6,5,557,15,12,-21,-61,11,39,21,50,0.5,2.0,1.0,1.0,0
309,636,309,393,0,7,251,14,12,25,30,12,25,17,15,2.0,1.0,1.0,1.0,0
440,352,440,540,17,12,746,17,12,-106,-24,23,-9,31,-10,0.5,1.0,0.5,1.0,1
795,5,795,783,2,10,85,6,12,69,48,78,21,45,30,1.0,2.0,0.5,1.0,0
175,4,175,196,17,12,443,9,14,5,5,-23,-43,-37,-2,0.5,1.0,2.0,1.0,1
114,501,114,391,10,12,282,10,12,-48,-32,-8,-18,8,-2,1.0,1.0,1.0,1.0,1
680,565,680,664,10,3,750,12,12,49,-19,15,21,30,-45,1.0,1.0,1.0,1.0,1
391,26,391,710,9,7,559,12,12,44,-13,23,22,17,-46,1.0,1.0,1.0,1.0,1
142,738,142,418,17,1,201,4,12,51,117,70,9,51,39,1.0,0.5,2.0,1.0,0
323,634,323,32,12,4,462,12,12,-5,-30,0,-20,0,-55,1.0,1.0,1.0,1.0,1
508,136,508,365,17,12,376,6,12,4,-26,19,-31,1,-2,2.0,1.0,0.5,1.0,1
518,248,518,175,3,12,293,1,6,0,33,17,-15,5,0,1.0,1.0,1.0,1.0,1
731,91,731,203,6,7,192,12,7,10,8,0,-2,-10,24,1.0,1.0,1.0,1.0,0
662,151,662,321,16,12,497,15,18,-10,20,-30,-45,15,-5,1.0,1.0,0.5,1.0,1
453,759,453,576,9,14,51,15,18,18,18,-2,86,49,40,4.0,0.5,1.0,0.5,0
10,31,10,655,17,12,524,3,12,9,-7,25,0,14,-47,1.0,1.0,2.0,1.0,1
676,70,676,41,11,12,311,14,12,55,75,50,-50,10,-55,0.5,1.0,1.0,1.0,0
677,575,677,122,11,12,505,17,12,20,-3,-18,42,87,41,0.5,1.0,1.0,1.0,0
7,395,7,84,6,7,767,14,12,-17,61,30,86,37,77,1.0,1.0,1.0,1.0,0
529,217,529,541,15,17,722,14,12,12,-17,97,3,102,-8,1.0,1.0,0.5,1.0,1
734,237,734,648,0,12,635,6,12,5,-18,20,-43,-10,9,0.5,1.0,2.0,1.0,0
214,675,214,475,1,7,123,11,12,5,15,2,25,2,51,1.0,1.0,2.0,1.0,0
761,514,761,627,13,18,379,3,17,-20,-10,-55,-70,-30,-30,0.0,1.0,2.0,0.5,1
47,198,47,781,13,7,46,9,12,-35,-35,-60,-60,-60,5,2.0,2.0,0.25,1.0,0
603,563,603,346,0,9,581,17,12,-20,3,-5,-38,10,22,1.0,2.0,0.5,1.0,0
502,36,502,626,13,0,482,13,12,-30,-12,23,-25,0,9,0.5,0.5,0.5,1.0,0
25,280,25,560,12,12,408,6,5,-50,-104,-45,-105,-45,-28,1.0,1.0,1.0,2.0,1
310,741,310,614,9,12,623,9,12,-6,-25,12,-22,3,-17,0.5,1.0,0.5,1.0,1
212,509,212,185,14,12,388,17,7,20,45,10,70,-25,60,1.0,1.0,1.0,1.0,0
370,594,370,366,15,15,268,5,12,-15,-50,-20,55,35,30,0.5,2.0,1.0,1.0,1
223,368,223,238,10,7,774,12,12,-8,-40,45,-25,5,-5,1.0,1.0,1.0,1.0,1
442,205,442,659,12,7,307,9,7,-35,0,-40,-25,-65,-50,1.0,2.0,0.5,1.0,1
304,94,304,556,14,4,597,17,12,-37,-20,-30,0,-35,-5,1.0,1.0,1.0,1.0,1
723,233,723,59,6,12,419,0,5,-21,-126,-57,50,-35,-2,2.0,1.0,0.5,1.0,1
499,118,499,424,5,17,325,13,12,30,80,-7,80,25,77,0.5,1.0,0.0,1.0,0
510,586,510,643,9,11,231,15,12,-25,-73,-80,2,-20,15,2.0,1.0,2.0,1.0,0
698,240,698,341,0,6,525,11,10,-45,-15,-25,-10,-5,10,1.0,2.0,0.5,1.0,0
293,792,293,168,0,14,489,7,2,-25,-20,-10,-47,10,-58,0.5,1.0,2.0,1.0,1
100,246,100,225,8,14,622,16,7,-35,-45,-110,60,-35,10,1.0,0.0,1.0,1.0,0
139,525,139,685,12,12,382,11,10,-35,-30,15,-30,10,30,1.0,1.0,1.0,1.0,0
262,39,262,54,12,12,483,13,12,194,-62,-47,20,80,-10,1.0,1.0,1.0,1.0,1
370,44,370,366,15,15,485,6,12,-3,-21,-10,14,-15,-30,2.0,1.0,0.5,1.0,1
736,402,736,356,6,13,98,17,12,27,-14,-27,-1,-1,40,0.5,1.0,2.0,1.0,0
754,230,754,23,4,12,437,0,17,31,-78,-68,34,-11,-46,0.5,1.0,0.5,2.0,1
121,420,121,570,10,16,344,2,15,25,40,40,-85,-65,-70,1.0,1.0,1.0,1.0,1
131,179,131,660,17,15,487,12,7,-40,25,35,24,-11,45,1.0,1.0,1.0,1.0,0
477,559,477,423,12,5,523,6,5,-25,43,39,-16,41,80,1.0,1.0,1.0,2.0,0
20,651,20,406,0,14,184,0,17,-5,15,-65,-45,-25,125,0.5,0.0,0.5,1.0,1
740,492,740,207,4,12,230,2,10,20,-5,23,72,109,33,2.0,1.0,0.0,1.0,0
272,415,272,81,14,9,564,15,12,20,0,-100,50,0,50,1.0,2.0,1.0,1.0,0
771,131,771,680,4,12,660,17,15,35,-10,-20,10,45,-55,1.0,1.0,1.0,1.0,1
456,368,456,611,15,17,774,12,12,-43,-73,58,-18,28,-60,1.0,1.0,0.25,1.0,1
427,784,427,433,2,7,545,8,9,46,114,30,136,45,74,1.0,2.0,1.0,0.25,0
154,38,154,6,15,7,481,13,12,34,48,25,20,35,80,1.0,1.0,0.5,1.0,0
108,105,108,319,17,12,158,14,12,-5,82,70,7,-40,33,1.0,1.0,1.0,1.0,0
400,584,400,595,11,18,574,15,12,35,-15,-15,50,45,30,1.0,2.0,2.0,1.0,0
250,10,250,318,17,2,655,17,12,31,47,30,45,31,42,0.5,1.0,0.25,1.0,0
83,301,83,245,15,10,676,12,7,20,35,70,5,15,-80,2.0,0.0,0.5,0.5,1
378,18,378,352,15,9,312,0,14,21,16,27,36,62,-12,2.0,0.25,2.0,1.0,1
550,318,550,126,1,12,758,12,12,6,39,67,84,67,97,1.0,1.0,1.0,1.0,0
124,729,124,313,12,12,144,12,10,20,39,3,-10,3,12,1.0,1.0,1.0,1.0,0
786,762,786,256,8,9,150,13,2,-10,10,32,-39,-48,55,1.0,0.25,1.0,1.0,0
335,608,335,396,5,15,755,9,4,-30,-27,-30,-37,-20,-56,0.5,1.0,1.0,2.0,1
396,508,396,642,11,12,365,17,12,-19,-19,-26,-19,-36,-41,0.5,1.0,1.0,1.0,1
547,568,547,117,14,12,663,12,12,35,-40,30,30,40,5,1.0,1.0,1.0,1.0,0
661,122,661,323,16,12,83,12,12,-210,50,65,10,-45,-20,1.0,1.0,0.5,1.0,0
32,248,32,554,3,12,293,1,6,-15,0,5,-20,0,15,1.0,1.0,1.0,1.0,0
15,198,15,453,0,12,46,9,12,-25,-60,-40,-65,-75,-20,2.0,1.0,0.5,1.0,1
734,339,734,648,0,12,385,3,12,-25,-53,0,-78,-30,-76,1.0,1.0,1.0,1.0,1
17,161,17,752,0,14,151,2,12,-21,-49,-35,-50,-50,-20,1.0,1.0,1.0,1.0,1
380,426,380,16,15,0,561,2,7,-60,-55,-40,-110,-40,-20,2.0,0.5,1.0,1.0,1
327,347,327,579,1,8,673,13,12,-50,2,-8,-8,-18,-5,1.0,1.0,0.5,1.0,1
332,310,332,335,16,16,614,9,12,0,50,80,10,-10,5,1.0,1.0,1.0,1.0,0
412,213,412,452,16,15,720,1,12,-35,10,-10,-5,-50,-15,1.0,0.0,2.0,1.0,1
380,502,380,16,15,0,626,13,0,5,45,-40,10,-5,10,2.0,0.5,0.5,1.0,0
705,528,705,692,3,7,413,14,5,11,-50,-25,60,-35,1,1.0,2.0,1.0,0.5,0
358,626,358,266,14,12,695,17,16,26,-33,-38,37,65,58,1.0,1.0,1.0,1.0,1
257,253,257,285,5,12,537,12,12,-35,15,5,-70,15,10,2.0,1.0,1.0,1.0,0
306,253,306,224,14,4,537,12,12,-17,-15,-25,20,20,20,1.0,1.0,1.0,1.0,0
674,570,674,273,2,12,351,1,12,12,59,40,-28,20,-9,1.0,1.0,1.0,1.0,1
693,303,693,275,6,12,512,17,7,25,47,-34,20,-4,0,0.5,1.0,2.0,1.0,1
722,278,722,195,6,12,109,6,5,-20,-40,-20,-23,0,5,0.5,1.0,0.5,1.0,0
422,585,422,331,17,12,56,15,12,30,-5,-15,100,100,70,2.0,1.0,1.0,1.0,0
338,305,338,176,3,12,320,14,4,2,10,5,0,-15,15,1.0,1.0,1.0,1.0,0
73,59,73,372,5,12,513,12,12,5,10,-10,-30,-30,-80,2.0,1.0,1.0,1.0,1
426,173,426,561,2,7,704,17,12,55,85,26,106,42,52,1.0,1.0,0.5,1.0,0
753,48,753,654,4,12,242,13,7,3,-28,-10,-2,-10,-67,1.0,1.0,2.0,1.0,1
414,394,414,428,16,15,398,1,12,15,-5,90,-10,50,-5,1.0,0.0,2.0,1.0,1
210,177,210,762,17,10,218,12,12,-30,-31,-19,-20,-30,-75,1.0,1.0,1.0,1.0,1
59,131,59,513,12,12,660,17,15,5,-5,-25,-35,-20,0,1.0,1.0,1.0,1.0,1
732,38,732,682,6,7,481,13,12,32,24,31,34,29,76,1.0,1.0,1.0,1.0,0
501,629,501,282,10,12,21,15,7,33,-28,53,-44,7,-63,0.0,1.0,0.5,1.0,1
468,776,468,89,9,12,631,2,12,-23,-40,-8,-21,-60,-25,0.5,1.0,1.0,1.0,1
253,197,253,537,12,12,403,3,2,-5,-15,-15,-60,-15,15,1.0,1.0,1.0,1.0,0
331,698,331,24,16,16,341,0,6,-5,-15,45,-10,-15,-30,0.5,4.0,0.5,1.0,1
557,31,557,600,9,12,524,3,12,40,20,55,25,45,23,1.0,1.0,0.5,1.0,0
552,48,552,605,9,7,242,13,7,25,23,5,55,0,37,0.25,1.0,2.0,2.0,0
340,275,340,425,3,12,587,9,12,0,-10,15,30,-5,15,0.5,1.0,1.0,1.0,0
335,400,335,396,5,15,595,11,18,-60,-20,-15,-35,-15,15,2.0,1.0,0.5,1.0,0
692,211,692,384,1,7,550,17,10,15,-20,20,-10,30,45,1.0,1.0,1.0,0.0,0
432,163,432,138,14,12,455,14,12,-56,-15,0,-59,0,50,0.5,1.0,0.5,1.0,0
413,459,413,451,16,15,763,0,9,20,76,45,16,-15,34,1.0,1.0,1.0,0.5,0
211,643,211,550,17,10,675,17,7,20,-2,22,-22,2,-63,0.5,0.0,1.0,1.0,1
485,340,485,63,16,15,425,3,12,-13,-51,6,-111,6,-112,0.5,1.0,1.0,1.0,1
752,436,752,5,16,8,93,6,12,16,-8,106,-8,106,-1,0.5,1.0,2.0,1.0,1
200,482,200,31,17,4,96,14,12,55,20,30,-5,30,5,1.0,1.0,1.0,1.0,0
361,595,361,733,10,2,110,5,12,-55,-70,-45,-5,-15,25,1.0,1.0,1.0,1.0,0
537,720,537,469,3,9,552,9,12,-11,-13,12,49,49,29,0.5,0.5,0.5,1.0,0
481,405,481,548,12,12,566,17,16,-29,-8,-66,19,-6,57,0.5,1.0,1.0,1.0,0
465,106,465,500,3,12,297,14,12,-25,-28,0,-28,-25,28,1.0,1.0,1.0,1.0,0
87,365,87,632,17,15,671,12,7,50,35,50,60,5,-20,1.0,1.0,1.0,1.0,1
