battle_number,First_pokemon,Second_pokemon,Winner
44695,629,392,0
44696,289,466,1
44697,565,318,0
44698,124,667,0
44699,271,729,0
44700,354,344,0
44701,741,277,0
44702,729,675,0
44703,42,475,1
44704,752,736,1
44705,523,52,0
44706,185,244,1
44707,326,682,1
44708,745,582,0
44709,415,75,1
44710,493,108,0
44711,386,367,1
44712,324,440,1
44713,648,227,0
44714,697,620,0
44715,774,799,1
44716,35,379,1
44717,276,9,0
44718,713,606,1
44719,9,667,0
44720,212,279,0
44721,630,643,1
44722,73,708,1
44723,534,592,0
44724,722,584,1
44725,69,26,1
44726,340,286,0
44727,110,154,0
44728,14,337,1
44729,16,127,1
44730,448,759,0
44731,438,729,0
44732,761,149,1
44733,466,31,1
44734,404,87,0
44735,246,143,0
44736,103,569,0
44737,518,39,0
44738,127,154,1
44739,62,314,1
44740,152,570,1
44741,657,529,0
44742,427,548,0
44743,454,642,0
44744,210,347,1
44745,514,272,1
44746,737,389,0
44747,249,748,0
44748,75,154,0
44749,599,85,1
44750,531,343,1
44751,610,561,0
44752,427,80,0
44753,146,671,1
44754,615,466,1
44755,36,259,1
44756,345,288,1
44757,662,624,0
44758,349,447,0
44759,232,633,1
44760,592,524,1
44761,59,400,0
44762,409,87,0
44763,114,707,1
44764,180,665,0
44765,190,31,1
44766,539,328,1
44767,41,716,1
44768,636,663,1
44769,343,676,0
44770,431,27,0
44771,443,303,0
44772,398,208,0
44773,394,110,1
44774,484,520,0
44775,515,117,0
44776,534,137,0
44777,15,622,1
44778,492,253,1
44779,176,83,1
44780,51,331,0
44781,150,442,1
44782,230,658,1
44783,13,548,1
44784,178,433,0
44785,474,105,0
44786,421,222,0
44787,516,88,0
44788,709,106,0
44789,376,301,1
44790,407,774,1
44791,488,198,0
44792,406,763,0
44793,595,521,0
44794,725,200,0
44795,146,560,1
44796,545,261,1
44797,250,299,0
44798,574,623,0
44799,670,726,1
44800,456,715,1
44801,574,789,0
44802,569,524,1
44803,741,718,1
44804,719,421,1
44805,311,290,0
44806,595,314,1
44807,565,7,1
44808,452,388,1
44809,393,604,0
44810,3,97,0
44811,580,795,0
44812,749,765,1
44813,542,211,0
44814,385,426,1
44815,494,798,0
44816,536,434,0
44817,573,253,0
44818,625,608,1
44819,489,626,1
44820,294,497,1
44821,448,422,1
44822,483,286,0
44823,439,402,0
44824,309,594,0
44825,174,284,1
44826,752,532,1
44827,722,230,1
44828,571,260,1
44829,134,604,0
44830,767,438,1
44831,620,128,1
44832,416,8,1
44833,261,209,0
44834,177,228,0
44835,794,632,0
44836,199,92,1
44837,355,59,0
44838,372,268,1
44839,124,660,0
44840,698,753,0
44841,475,468,0
44842,29,660,0
44843,468,660,0
44844,44,111,0
44845,652,586,1
44846,129,502,0
44847,402,562,1
44848,603,456,0
44849,151,35,0
44850,290,508,1
44851,676,715,1
44852,296,551,1
44853,272,740,0
44854,582,530,0
44855,347,134,1
44856,355,55,0
44857,276,143,0
44858,448,658,1
44859,43,75,0
44860,506,412,1
44861,265,351,0
44862,620,184,1
44863,148,706,1
44864,18,153,1
44865,187,231,0
44866,202,128,0
44867,388,587,0
44868,496,302,0
44869,278,540,1
44870,238,716,1
44871,128,331,0
44872,787,515,1
44873,733,716,1
44874,306,672,0
44875,461,654,1
44876,380,341,1
44877,683,351,1
44878,436,492,0
44879,11,601,0
44880,43,250,1
44881,575,34,1
44882,231,72,1
44883,254,569,0
44884,200,575,1
44885,198,134,1
44886,39,457,0
44887,716,749,0
44888,678,568,1
44889,224,40,1
44890,562,130,1
44891,374,107,1
44892,323,54,1
44893,270,405,0
44894,69,581,1
44895,798,245,1
44896,733,552,1
44897,89,312,1
44898,120,89,0
44899,436,13,1
44900,53,376,0
44901,687,717,1
44902,19,130,1
44903,113,410,1
44904,284,650,0
44905,372,659,0
44906,736,110,1
44907,412,276,1
44908,305,376,1
44909,86,351,1
44910,210,463,1
44911,621,21,1
44912,357,536,1
44913,775,676,1
44914,493,374,0
44915,486,696,1
44916,752,141,1
44917,621,796,1
44918,621,371,1
44919,176,389,1
44920,223,315,0
44921,552,381,0
44922,50,641,0
44923,796,456,0
44924,606,707,0
44925,128,168,0
44926,385,742,1
44927,464,535,1
44928,448,705,1
44929,28,325,0
44930,565,360,0
44931,126,726,1
44932,778,217,0
44933,99,587,1
44934,58,350,1
44935,780,133,1
44936,563,292,0
44937,789,229,1
44938,449,696,1
44939,609,233,1
44940,788,320,1
44941,493,591,0
44942,780,318,1
44943,308,270,1
44944,774,110,1
44945,638,219,1
44946,740,399,0
44947,132,546,1
44948,570,706,0
44949,89,308,1
44950,381,259,1
44951,677,412,0
44952,314,539,0
44953,381,127,1
44954,21,25,1
44955,85,32,1
44956,427,315,0
44957,544,217,0
44958,267,294,0
44959,255,464,1
44960,173,160,1
44961,20,88,0
44962,675,61,1
44963,430,356,0
44964,159,693,0
44965,129,246,1
44966,83,169,1
44967,612,193,1
44968,219,154,1
44969,645,87,0
44970,436,689,0
44971,326,282,0
44972,779,49,0
44973,112,391,0
44974,345,779,0
44975,637,173,0
44976,787,242,0
44977,558,477,1
44978,96,578,1
44979,28,793,0
44980,221,168,1
44981,420,254,0
44982,763,574,1
44983,270,589,0
44984,656,632,1
44985,469,295,0
44986,270,135,0
44987,152,354,0
44988,742,3,1
44989,357,645,0
44990,652,176,1
44991,87,496,0
44992,791,761,0
44993,760,48,1
44994,200,594,0
44995,661,707,1
44996,743,528,1
44997,304,533,1
44998,748,584,0
44999,54,224,0
45000,163,94,0
45001,313,728,0
45002,762,29,1
45003,84,200,0
45004,123,139,1
45005,25,530,1
45006,166,544,1
45007,28,381,0
45008,107,35,0
45009,792,729,0
45010,43,477,1
45011,67,697,1
45012,492,233,1
45013,467,551,0
45014,784,291,1
45015,632,224,0
45016,502,44,1
45017,317,664,1
45018,337,482,0
45019,141,169,0
45020,149,29,1
45021,399,140,0
45022,310,415,1
45023,93,354,0
45024,710,248,1
45025,492,593,0
45026,552,240,0
45027,559,665,0
45028,475,266,0
45029,480,796,0
45030,371,691,0
45031,119,82,0
45032,514,239,0
45033,552,417,0
45034,324,276,1
45035,570,526,0
45036,765,450,0
45037,724,611,0
45038,626,650,1
45039,109,606,1
45040,7,142,0
45041,672,667,0
45042,470,137,1
45043,221,93,1
45044,700,761,0
45045,384,363,0
45046,362,92,0
45047,67,328,1
45048,107,380,1
45049,359,258,1
45050,407,117,0
45051,258,658,1
45052,231,539,1
45053,701,667,0
45054,743,693,1
45055,620,425,1
45056,209,736,0
45057,52,578,1
45058,709,352,0
45059,145,614,1
45060,617,152,1
45061,526,298,0
45062,293,285,0
45063,613,675,0
45064,382,725,0
45065,697,221,0
45066,719,205,1
45067,616,755,0
45068,53,462,1
45069,592,459,0
45070,736,551,1
45071,397,699,1
45072,35,104,1
45073,352,414,1
45074,86,382,0
45075,191,774,1
45076,747,204,0
45077,250,611,1
45078,341,523,0
45079,198,371,1
45080,349,796,0
45081,365,77,1
45082,42,582,1
45083,444,381,0
45084,517,580,1
45085,345,781,0
45086,574,105,0
45087,194,51,1
45088,59,463,0
45089,399,715,1
45090,404,268,1
45091,638,748,1
45092,376,347,1
45093,266,652,0
45094,169,731,1
45095,265,506,0
45096,204,361,0
45097,724,37,0
45098,136,36,0
45099,582,314,1
45100,403,650,1
45101,605,677,1
45102,94,578,0
45103,800,684,0
45104,686,604,0
45105,467,70,0
45106,603,423,0
45107,491,658,1
45108,298,703,1
45109,719,786,1
45110,396,586,1
45111,151,84,1
45112,413,255,1
45113,561,159,1
45114,94,620,1
45115,62,18,0
45116,203,416,1
45117,269,635,1
45118,714,184,1
45119,579,276,1
45120,367,242,0
45121,155,218,0
45122,642,549,1
45123,727,34,0
45124,672,52,0
45125,760,230,1
45126,775,159,1
45127,689,458,0
45128,711,565,0
45129,287,373,1
45130,413,780,0
45131,232,147,1
45132,717,383,0
45133,198,756,1
45134,178,727,1
45135,444,577,0
45136,280,309,0
45137,338,664,0
45138,503,480,0
45139,652,617,1
45140,190,602,1
45141,597,5,0
45142,786,260,0
45143,631,401,0
45144,605,753,0
45145,546,63,1
45146,787,204,1
45147,133,699,0
45148,203,155,1
45149,31,163,1
45150,58,249,1
45151,158,7,1
45152,590,243,0
45153,737,8,0
45154,140,662,1
45155,283,635,1
45156,20,241,0
45157,731,719,0
45158,727,652,0
45159,732,122,0
45160,501,712,1
45161,16,268,0
45162,96,134,0
45163,781,242,1
45164,442,542,1
45165,455,605,0
45166,221,787,1
45167,609,601,1
45168,334,385,0
45169,687,202,1
45170,783,691,1
45171,495,768,0
45172,749,672,1
45173,19,377,1
45174,157,500,0
45175,260,442,0
45176,26,444,1
45177,27,585,1
45178,739,537,1
45179,306,73,0
45180,328,710,1
45181,730,344,1
45182,371,311,1
45183,616,459,0
45184,50,242,1
45185,245,709,1
45186,758,227,0
45187,420,348,1
45188,717,268,0
45189,722,60,0
45190,368,156,0
45191,716,522,1
45192,294,196,1
45193,434,277,1
45194,133,223,0
45195,133,468,0
45196,200,490,1
45197,701,776,0
45198,37,253,0
45199,20,182,0
45200,333,130,1
45201,58,585,1
45202,562,243,0
45203,334,627,0
45204,398,91,0
45205,83,716,1
45206,18,108,1
45207,388,708,1
45208,91,669,1
45209,509,277,0
45210,749,267,1
45211,232,492,0
45212,302,432,1
45213,103,273,0
45214,301,735,0
45215,210,665,1
45216,463,140,1
45217,20,508,0
45218,10,51,1
45219,627,446,1
45220,562,392,1
45221,283,333,0
45222,447,536,1
45223,449,295,1
45224,310,579,1
45225,648,288,1
45226,232,99,0
45227,15,41,1
45228,579,343,1
45229,684,413,1
45230,245,28,1
45231,302,635,1
45232,25,181,1
45233,250,138,1
45234,346,450,1
45235,382,227,1
45236,715,463,0
45237,591,764,1
45238,471,337,1
45239,127,136,1
45240,167,221,0
45241,107,287,1
45242,377,410,1
45243,530,224,0
45244,796,747,1
45245,240,435,1
45246,313,346,0
45247,537,347,0
45248,262,100,1
45249,526,713,1
45250,102,638,0
45251,160,143,1
45252,495,659,0
45253,450,486,0
45254,709,488,0
45255,64,282,0
45256,71,164,1
45257,320,735,1
45258,69,164,1
45259,271,414,1
45260,638,340,1
45261,215,650,1
45262,540,520,0
45263,142,691,0
45264,94,643,1
45265,334,619,1
45266,5,345,1
45267,219,230,0
45268,622,190,0
45269,132,686,1
45270,235,99,1
45271,155,612,0
45272,265,717,1
45273,485,791,1
45274,695,584,0
45275,610,630,0
45276,193,753,0
45277,137,315,0
45278,340,631,0
45279,680,543,1
45280,590,257,0
45281,734,507,1
45282,74,536,1
45283,793,762,0
45284,435,650,1
45285,274,367,0
45286,146,792,1
45287,388,294,0
45288,31,480,0
45289,442,39,1
45290,52,526,1
45291,784,664,1
45292,215,669,0
45293,696,154,1
45294,373,265,1
45295,209,574,1
45296,332,295,1
45297,36,307,1
45298,486,164,1
45299,323,290,0
45300,175,314,1
45301,565,109,1
45302,421,745,0
45303,428,532,0
45304,205,749,0
45305,339,648,0
45306,225,187,0
45307,416,759,1
45308,271,56,1
45309,401,579,0
45310,665,241,0
45311,628,707,1
45312,281,208,0
45313,398,499,1
45314,147,271,0
45315,443,190,0
45316,213,294,0
45317,473,447,0
45318,636,502,1
45319,695,795,1
45320,303,702,1
45321,248,506,0
45322,207,525,1
45323,635,277,0
45324,138,773,0
45325,654,54,1
45326,409,201,0
45327,400,770,1
45328,81,498,1
45329,549,63,0
45330,574,408,0
45331,161,758,1
45332,760,740,1
45333,593,299,1
45334,96,141,1
45335,770,551,1
45336,720,358,1
45337,101,729,1
45338,450,490,1
45339,518,542,1
45340,399,352,1
45341,417,677,0
45342,147,448,0
45343,265,127,1
45344,4,226,0
45345,25,726,1
45346,447,145,1
45347,628,715,1
45348,677,246,0
45349,339,702,1
45350,197,49,0
45351,563,774,0
45352,142,262,0
45353,731,241,1
45354,143,459,0
45355,776,203,0
45356,155,511,0
45357,252,173,0
45358,17,652,0
45359,560,554,1
45360,366,13,0
45361,779,574,1
45362,400,30,1
45363,696,304,1
45364,367,550,1
45365,318,406,0
45366,613,67,1
45367,253,634,1
45368,715,610,0
45369,688,601,0
45370,534,372,0
45371,491,645,1
45372,363,467,1
45373,260,549,1
45374,518,60,0
45375,544,228,0
45376,225,148,1
45377,707,302,0
45378,278,239,0
45379,406,57,1
45380,254,744,0
45381,95,225,0
45382,411,304,1
45383,683,409,1
45384,636,333,1
45385,595,371,1
45386,377,275,1
45387,110,416,0
45388,275,656,0
45389,710,598,0
45390,370,210,0
45391,349,217,0
45392,430,613,0
45393,127,741,0
45394,774,737,1
45395,249,324,0
45396,571,310,0
45397,619,334,0
45398,87,350,1
45399,233,169,1
45400,206,73,0
45401,718,58,0
45402,254,469,1
45403,123,70,1
45404,210,192,1
45405,721,282,0
45406,574,589,0
45407,658,140,0
45408,463,469,1
45409,514,724,1
45410,639,132,1
45411,314,138,1
45412,684,229,1
45413,136,407,0
45414,54,770,1
45415,195,701,1
45416,544,553,1
45417,62,680,0
45418,713,319,0
45419,622,82,0
45420,725,289,0
45421,87,629,1
45422,111,519,1
45423,744,534,1
45424,429,533,0
45425,542,201,0
45426,344,253,0
45427,624,554,1
45428,395,25,1
45429,420,666,0
45430,388,19,1
45431,335,320,1
45432,170,313,1
45433,171,453,1
45434,656,25,1
45435,470,591,1
45436,40,552,1
45437,580,244,1
45438,311,225,0
45439,296,741,0
45440,343,80,1
45441,57,45,0
45442,176,530,1
45443,619,653,0
45444,6,268,0
45445,538,147,1
45446,428,713,0
45447,232,20,1
45448,283,701,1
45449,774,199,0
45450,151,397,1
45451,762,485,1
45452,734,635,1
45453,428,116,0
45454,745,167,0
45455,702,663,0
45456,380,64,0
45457,407,642,1
45458,609,767,1
45459,94,349,1
45460,103,2,0
45461,335,603,1
45462,398,351,0
45463,376,287,1
45464,115,346,0
45465,581,745,1
45466,280,287,0
45467,422,249,1
45468,562,428,1
45469,21,688,0
45470,342,176,0
45471,277,368,1
45472,539,10,0
45473,372,368,1
45474,480,251,0
45475,516,199,1
45476,333,165,1
45477,55,606,1
45478,499,272,0
45479,241,292,0
45480,309,633,1
45481,39,175,1
45482,585,694,1
45483,759,84,1
45484,583,122,0
45485,627,675,1
45486,287,581,1
45487,703,188,0
45488,670,571,1
45489,124,3,0
45490,545,94,0
45491,624,2,1
45492,667,24,1
45493,277,231,0
45494,119,171,1
45495,161,522,1
45496,308,366,1
45497,579,585,1
45498,636,344,1
45499,464,553,1
45500,703,760,0
45501,275,721,0
45502,79,259,1
45503,98,483,1
45504,47,188,0
45505,241,704,1
45506,208,404,1
45507,198,139,1
45508,195,167,1
45509,96,788,1
45510,710,231,0
45511,114,727,1
45512,560,450,0
45513,206,607,0
45514,117,241,1
45515,572,689,0
45516,294,700,1
45517,57,505,0
45518,339,452,0
45519,385,461,0
45520,631,522,1
45521,481,186,0
45522,119,216,1
45523,257,361,1
45524,418,667,0
45525,499,281,0
45526,352,351,1
45527,11,465,1
45528,598,174,0
45529,721,9,1
45530,424,5,0
45531,155,649,0
45532,593,604,1
45533,242,233,1
45534,620,36,1
45535,160,81,0
45536,740,211,0
45537,257,47,0
45538,22,426,1
45539,625,446,1
45540,5,579,0
45541,756,664,0
45542,34,94,0
45543,243,105,0
45544,780,185,1
45545,798,530,1
45546,752,31,1
45547,190,783,1
45548,165,356,0
45549,237,202,1
45550,456,309,1
45551,540,519,0
45552,797,202,0
45553,124,404,0
45554,213,18,0
45555,249,128,0
45556,706,285,0
45557,330,235,0
45558,382,346,1
45559,405,337,1
45560,691,61,1
45561,285,770,1
45562,704,388,0
45563,421,117,0
45564,624,47,1
45565,651,522,0
45566,663,290,0
45567,190,653,1
45568,451,754,0
45569,35,594,0
45570,628,727,1
45571,777,213,0
45572,724,665,0
45573,100,178,1
45574,184,769,0
45575,157,173,0
45576,681,296,1
45577,795,369,0
45578,374,563,1
45579,117,110,1
45580,207,639,0
45581,370,92,1
45582,778,50,0
45583,379,772,1
45584,96,769,1
45585,789,359,1
45586,225,248,0
45587,88,633,1
45588,57,92,0
45589,200,677,1
45590,245,40,0
45591,401,635,1
45592,304,138,1
45593,91,7,1
45594,501,523,1
45595,676,257,1
45596,615,572,1
45597,543,303,0
45598,49,410,1
45599,166,745,1
45600,239,597,1
45601,259,440,0
45602,296,432,1
45603,243,302,0
45604,330,196,1
45605,300,309,0
45606,487,652,1
45607,226,388,1
45608,454,672,0
45609,118,294,0
45610,329,167,0
45611,542,495,0
45612,476,210,0
45613,65,499,1
45614,119,329,1
45615,622,739,0
45616,420,261,0
45617,62,408,0
45618,658,96,0
45619,454,789,0
45620,233,24,1
45621,439,786,1
45622,11,109,1
45623,628,379,0
45624,592,331,0
45625,324,201,1
45626,256,286,1
45627,218,486,1
45628,480,394,1
45629,161,43,0
45630,181,214,1
45631,723,206,1
45632,232,713,1
45633,753,790,1
45634,42,483,1
45635,643,325,0
45636,30,482,0
45637,744,663,1
45638,133,201,0
45639,438,720,0
45640,717,393,0
45641,480,692,0
45642,476,579,0
45643,627,609,0
45644,552,504,0
45645,98,334,1
45646,610,219,0
45647,373,790,0
45648,377,384,0
45649,395,234,1
45650,112,706,1
45651,737,204,0
45652,403,634,1
45653,408,455,1
45654,776,485,0
45655,610,222,0
45656,524,130,0
45657,612,262,0
45658,191,650,1
45659,795,455,0
45660,580,690,1
45661,727,399,0
45662,184,220,0
45663,366,483,0
45664,576,543,0
45665,771,448,1
45666,328,305,0
45667,740,771,0
45668,754,589,1
45669,390,380,1
45670,471,477,1
45671,636,616,1
45672,469,87,0
45673,553,724,0
45674,706,434,0
45675,206,174,0
45676,71,206,0
45677,170,51,0
45678,401,800,1
45679,273,348,0
45680,625,779,1
45681,625,474,1
45682,175,522,1
45683,481,687,0
45684,789,186,1
45685,465,254,0
45686,772,554,0
45687,145,152,1
45688,578,591,1
45689,98,658,1
45690,390,529,1
45691,57,55,0
45692,177,317,1
45693,293,687,1
45694,584,245,1
45695,126,48,1
45696,614,517,0
45697,700,704,1
45698,696,716,1
45699,799,147,1
45700,688,661,0
45701,129,463,1
45702,387,658,1
45703,51,740,1
45704,490,721,0
45705,460,332,1
45706,201,127,1
45707,450,648,1
45708,388,221,0
45709,314,575,0
45710,384,318,0
45711,709,302,0
45712,790,104,0
45713,385,642,1
45714,4,119,0
45715,76,279,1
45716,422,263,1
45717,452,326,1
45718,167,626,0
45719,176,248,1
45720,202,260,1
45721,602,321,0
45722,546,232,0
45723,309,587,1
45724,573,376,0
45725,616,376,0
45726,378,223,1
45727,703,652,0
45728,784,517,1
45729,605,260,1
45730,14,234,1
45731,607,232,1
45732,609,202,1
45733,118,398,1
45734,792,654,0
45735,224,7,1
45736,81,281,1
45737,139,143,0
45738,251,521,1
45739,405,294,0
45740,344,748,1
45741,785,760,0
45742,436,336,1
45743,700,540,1
45744,563,280,1
45745,701,311,0
45746,413,331,0
45747,61,784,0
45748,161,682,1
45749,495,508,0
45750,41,70,1
45751,308,247,1
45752,294,454,1
45753,37,525,1
45754,581,80,1
45755,587,381,0
45756,678,426,1
45757,114,333,1
45758,692,607,0
45759,687,454,0
45760,138,587,0
45761,721,200,0
45762,110,684,1
45763,732,731,0
45764,591,754,0
45765,463,640,0
45766,416,3,1
45767,743,430,1
45768,659,580,1
45769,173,619,1
45770,29,304,0
45771,287,214,1
45772,450,96,0
45773,403,734,0
45774,128,49,0
45775,394,138,0
45776,331,228,1
45777,719,520,1
45778,457,296,1
45779,524,400,0
45780,2,153,1
45781,211,800,1
45782,535,517,0
45783,1,572,1
45784,690,360,0
45785,456,118,1
45786,790,72,0
45787,414,472,1
45788,155,231,0
45789,698,149,0
45790,401,730,0
45791,771,24,1
45792,342,788,0
45793,71,436,0
45794,486,220,0
45795,512,163,1
45796,762,185,1
45797,469,245,0
45798,589,374,0
45799,4,781,0
45800,515,586,0
45801,577,565,1
45802,386,222,1
45803,610,547,0
45804,104,727,1
45805,529,2,1
45806,393,363,0
45807,206,687,0
45808,102,92,1
45809,531,455,1
45810,571,736,1
45811,153,639,0
45812,219,337,1
45813,55,315,0
45814,1,462,1
45815,332,371,1
45816,576,161,0
45817,387,454,0
45818,104,105,0
45819,443,741,0
45820,186,779,0
45821,207,552,1
45822,82,307,1
45823,17,329,1
45824,44,687,0
45825,304,707,1
45826,203,107,1
45827,467,143,0
45828,663,500,0
45829,780,776,1
45830,721,702,1
45831,51,515,1
45832,360,131,1
45833,123,336,1
45834,627,112,1
45835,311,50,0
45836,766,477,1
45837,740,126,0
45838,223,317,0
45839,229,686,0
45840,79,328,1
45841,395,201,1
45842,329,225,0
45843,500,85,1
45844,218,413,1
45845,585,159,0
45846,340,311,1
45847,206,637,0
45848,297,747,1
45849,392,304,0
45850,50,772,1
45851,552,580,0
45852,550,684,1
45853,490,307,1
45854,742,480,1
45855,666,512,0
45856,555,187,0
45857,362,311,0
45858,303,196,0
45859,235,602,1
45860,597,494,1
45861,484,514,0
45862,364,300,1
45863,558,680,0
45864,88,103,0
45865,676,751,1
45866,780,624,0
45867,239,363,0
45868,720,670,0
45869,10,239,1
45870,576,339,1
45871,458,615,1
45872,61,371,0
45873,641,573,1
45874,463,231,0
45875,112,690,1
45876,342,496,1
45877,133,686,0
45878,443,374,0
45879,211,170,0
45880,708,566,0
45881,634,648,1
45882,593,486,0
45883,412,47,1
45884,784,131,1
45885,207,370,1
45886,252,181,1
45887,24,337,0
45888,760,427,1
45889,355,87,1
45890,500,714,1
45891,139,314,0
45892,277,450,1
45893,445,405,1
45894,785,237,0
45895,528,175,0
45896,372,672,0
45897,300,410,1
45898,104,600,1
45899,768,610,1
45900,172,212,1
45901,598,389,0
45902,669,279,1
45903,555,92,1
45904,529,530,1
45905,343,235,0
45906,72,380,0
45907,622,162,1
45908,112,628,1
45909,58,688,0
45910,539,295,0
45911,384,262,0
45912,536,736,0
45913,72,67,0
45914,57,736,0
45915,784,492,1
45916,414,18,0
45917,690,135,1
45918,300,650,0
45919,57,92,0
45920,171,221,0
45921,190,262,1
45922,254,131,1
45923,426,430,1
45924,675,411,0
45925,390,553,1
45926,796,427,1
45927,304,443,1
45928,52,365,1
45929,750,744,1
45930,164,260,0
45931,292,477,1
45932,121,296,1
45933,550,264,0
45934,235,542,1
45935,291,565,1
45936,339,444,0
45937,748,22,0
45938,674,448,0
45939,11,316,1
45940,776,453,1
45941,40,604,0
45942,490,262,0
45943,741,291,1
45944,383,745,1
45945,138,681,0
45946,447,14,1
45947,177,327,1
45948,323,76,1
45949,10,708,1
45950,536,340,1
45951,742,535,1
45952,198,788,1
45953,424,190,0
45954,110,562,0
45955,133,401,0
45956,526,462,0
45957,718,538,0
45958,187,48,1
45959,341,60,0
45960,375,152,1
45961,123,359,1
45962,160,212,1
45963,80,763,0
45964,641,381,1
45965,746,239,0
45966,115,724,1
45967,37,480,1
45968,272,487,0
45969,422,723,0
45970,638,584,0
45971,81,686,1
45972,285,663,1
45973,639,625,1
45974,74,111,0
45975,151,450,1
45976,763,714,1
45977,358,752,1
45978,724,726,0
45979,300,136,1
45980,596,141,1
45981,458,658,1
45982,5,599,0
45983,437,764,0
45984,302,57,1
45985,639,776,1
45986,414,453,0
45987,38,248,1
45988,198,120,0
45989,126,320,1
45990,762,483,1
45991,508,580,0
45992,440,574,1
45993,210,716,1
45994,103,677,0
45995,786,509,0
45996,170,722,0
45997,104,42,0
45998,353,776,1
45999,540,422,0
46000,699,85,1
46001,439,518,1
46002,293,457,1
46003,783,108,1
46004,733,186,1
46005,747,512,1
46006,40,336,0
46007,769,523,1
46008,231,613,1
46009,270,276,1
46010,786,721,0
46011,160,574,1
46012,70,648,0
46013,57,370,0
46014,529,420,1
46015,30,587,0
46016,714,757,0
46017,140,372,1
46018,743,768,1
46019,425,60,0
46020,471,477,1
46021,185,725,1
46022,344,396,0
46023,452,289,1
46024,204,482,0
46025,422,354,0
46026,779,507,1
46027,220,39,1
46028,465,231,0
46029,315,124,1
46030,70,764,0
46031,244,596,0
46032,616,145,0
46033,603,458,0
46034,797,227,0
46035,630,509,0
46036,319,47,1
46037,384,534,1
46038,500,270,1
46039,749,218,1
46040,445,162,1
46041,412,328,0
46042,394,509,0
46043,777,385,0
46044,83,602,0
46045,510,379,1
46046,254,470,0
46047,464,533,1
46048,728,734,0
46049,135,208,0
46050,255,690,1
46051,275,189,0
46052,168,147,1
46053,215,409,1
46054,334,450,1
46055,699,194,0
46056,386,775,0
46057,392,472,1
46058,58,52,0
46059,289,108,1
46060,232,97,0
46061,307,477,1
46062,738,83,1
46063,64,713,1
46064,680,527,1
46065,468,257,1
46066,609,56,0
46067,375,587,1
46068,139,420,1
46069,15,791,1
46070,579,6,1
46071,11,568,1
46072,73,211,1
46073,333,639,0
46074,224,530,1
46075,681,324,0
46076,4,514,1
46077,21,47,0
46078,399,361,1
46079,376,800,1
46080,387,269,1
46081,715,451,0
46082,8,25,0
46083,128,373,0
46084,372,280,1
46085,424,44,1
46086,468,793,1
46087,211,98,1
46088,518,539,0
46089,779,237,0
46090,779,217,1
46091,528,681,0
46092,213,622,0
46093,42,125,1
46094,435,235,0
46095,524,552,1
46096,226,645,1
46097,220,410,1
46098,135,390,0
46099,616,43,0
46100,103,588,0
46101,725,298,0
46102,294,369,1
46103,182,642,1
46104,444,368,0
46105,409,540,1
46106,185,629,1
46107,710,748,1
46108,255,709,1
46109,331,308,1
46110,797,553,1
46111,181,712,1
46112,298,522,1
46113,196,620,0
46114,477,553,0
46115,11,279,1
46116,781,471,0
46117,771,135,1
46118,497,324,0
46119,363,145,1
46120,512,108,0
46121,376,695,0
46122,333,245,1
46123,771,590,1
46124,438,663,0
46125,16,317,0
46126,2,164,1
46127,68,794,1
46128,447,381,1
46129,364,498,1
46130,414,466,0
46131,16,254,1
46132,440,328,1
46133,24,171,0
46134,363,50,1
46135,623,799,0
46136,303,521,1
46137,533,246,0
46138,602,457,0
46139,799,482,0
46140,441,426,1
46141,126,798,1
46142,28,265,0
46143,496,209,0
46144,284,256,0
46145,745,92,0
46146,82,464,1
46147,294,159,1
46148,705,588,1
46149,640,42,1
46150,56,511,1
46151,416,460,0
46152,107,166,1
46153,774,192,1
46154,378,666,1
46155,498,150,0
46156,672,126,1
46157,3,767,0
46158,272,355,0
46159,361,370,1
46160,121,264,1
46161,577,623,1
46162,760,700,1
46163,67,454,0
46164,411,792,1
46165,20,452,0
46166,676,73,0
46167,247,453,1
46168,762,40,1
46169,224,319,1
46170,309,405,0
46171,449,569,1
46172,254,759,0
46173,474,27,1
46174,252,239,1
46175,310,670,1
46176,302,47,0
46177,783,619,1
46178,514,643,1
46179,378,393,1
46180,303,98,0
46181,736,741,0
46182,430,541,0
46183,451,177,1
46184,754,179,1
46185,41,150,1
46186,314,770,0
46187,701,614,0
46188,115,723,0
46189,139,25,0
46190,561,85,1
46191,104,524,1
46192,730,93,1
46193,520,378,0
46194,199,449,1
46195,32,564,0
46196,213,716,1
46197,166,297,0
46198,132,505,0
46199,58,139,1
46200,716,192,0
46201,69,402,1
46202,683,79,0
46203,473,720,0
46204,674,99,0
46205,50,134,1
46206,240,532,1
46207,140,376,0
46208,541,580,0
46209,115,314,1
46210,699,612,0
46211,731,787,0
46212,180,275,1
46213,432,361,0
46214,63,246,0
46215,549,36,0
46216,51,99,1
46217,532,319,1
46218,192,616,1
46219,268,318,0
46220,504,469,1
46221,663,431,1
46222,407,165,1
46223,722,456,0
46224,280,181,0
46225,149,609,0
46226,412,257,1
46227,476,563,0
46228,229,65,1
46229,649,608,1
46230,112,650,1
46231,537,663,1
46232,668,381,1
46233,765,333,0
46234,664,632,1
46235,384,504,0
46236,207,687,1
46237,391,417,0
46238,783,292,0
46239,647,332,0
46240,378,50,1
46241,486,256,1
46242,561,76,0
46243,697,452,0
46244,314,186,0
46245,10,205,1
46246,455,737,0
